Exposure,Area,VehPower,VehAge,DrivAge,BonusMalus,VehBrand,VehGas,Density,Region,ClaimIndicator
0.07,D,11,8,44,50,B5,Diesel,539,R73,0
0.87,B,5,7,24,100,B4,Diesel,76,R24,0
0.08,A,6,14,38,85,B2,Diesel,5,R26,0
1.0,C,7,13,75,50,B2,Diesel,105,R24,0
0.57,E,6,16,45,100,B3,Regular,3317,R93,0
0.13,C,6,13,20,95,B1,Diesel,203,R24,0
0.33,B,6,6,25,95,B5,Regular,91,R52,0
0.3,C,6,10,38,67,B12,Diesel,211,R31,0
1.0,D,5,8,43,50,B3,Diesel,741,R24,0
0.03,C,7,6,38,50,B11,Diesel,102,R93,0
1.0,B,10,16,71,50,B2,Diesel,90,R53,0
0.2,A,5,2,32,64,B2,Diesel,34,R91,0
0.06,C,8,0,34,53,B12,Diesel,455,R91,0
0.41,C,11,7,25,66,B5,Diesel,101,R24,0
0.08,B,5,0,31,70,B12,Regular,66,R93,0
0.66,C,7,1,30,50,B1,Regular,265,R54,0
0.24,C,15,2,39,76,B12,Regular,332,R82,0
0.12,C,5,1,52,50,B6,Diesel,109,R82,0
1.0,C,6,10,81,50,B2,Regular,117,R41,0
1.0,C,4,4,33,54,B1,Regular,376,R24,0
0.5,C,6,4,31,64,B2,Diesel,172,R91,0
1.0,B,7,26,54,50,B2,Diesel,81,R24,0
0.05,D,7,0,64,50,B12,Diesel,1457,R52,0
1.0,B,8,20,69,50,B5,Regular,91,R24,0
0.08,C,6,8,52,50,B2,Diesel,320,R31,0
0.96,C,7,9,28,60,B5,Diesel,125,R53,0
0.13,B,8,9,23,80,B10,Diesel,94,R53,0
0.61,D,6,11,45,50,B1,Diesel,1753,R82,0
0.08,B,11,13,32,50,B1,Diesel,57,R91,0
0.03,E,5,5,41,50,B12,Regular,3317,R93,0
0.21,E,5,3,31,85,B12,Diesel,3301,R73,0
0.31,C,8,14,43,50,B1,Diesel,235,R52,0
0.8,A,7,8,36,50,B10,Diesel,20,R24,0
0.14,B,9,3,26,50,B10,Diesel,77,R91,0
1.0,C,7,2,39,50,B1,Regular,109,R24,0
0.77,E,11,4,62,50,B12,Diesel,6913,R11,0
0.04,C,4,0,45,55,B12,Regular,426,R91,0
0.53,D,6,12,18,125,B1,Diesel,906,R11,1
0.84,D,6,2,58,50,B12,Diesel,793,R11,0
0.74,B,7,18,65,50,B2,Diesel,83,R24,0
0.08,C,5,4,35,58,B2,Regular,269,R91,0
1.0,A,4,11,50,50,B1,Regular,43,R24,0
1.0,E,9,5,28,55,B4,Regular,2740,R22,0
0.18,D,7,3,31,100,B12,Diesel,572,R31,0
0.03,E,6,3,55,50,B12,Regular,2537,R31,1
0.73,E,4,2,40,100,B1,Diesel,3317,R93,0
1.0,C,6,6,46,50,B1,Regular,156,R82,0
1.01,E,6,5,61,60,B3,Regular,3963,R91,0
0.53,A,6,16,56,50,B2,Regular,9,R24,0
0.08,D,11,8,38,50,B10,Regular,540,R31,1
0.05,C,4,1,57,50,B12,Regular,458,R93,0
0.36,D,5,1,26,78,B12,Regular,669,R82,0
0.52,B,7,3,51,56,B1,Diesel,71,R24,1
0.84,B,4,0,62,88,B12,Regular,90,R11,0
0.79,C,6,2,36,62,B12,Diesel,159,R23,0
1.0,B,6,2,80,50,B2,Regular,91,R24,0
0.68,C,4,14,59,50,B2,Regular,112,R53,0
1.0,B,6,11,26,60,B2,Diesel,88,R24,0
0.31,A,6,5,27,60,B6,Diesel,48,R52,0
0.87,A,11,3,35,64,B12,Diesel,41,R93,0
1.0,C,5,6,37,64,B5,Diesel,252,R82,0
0.07,D,5,1,28,90,B5,Regular,1313,R24,0
0.56,D,11,13,47,100,B1,Regular,1314,R24,0
0.98,C,4,11,58,95,B6,Regular,159,R91,0
1.0,D,8,3,59,50,B13,Diesel,1693,R82,0
0.8,D,11,0,35,60,B12,Regular,1462,R11,1
0.3,A,7,8,30,60,B2,Diesel,44,R24,0
0.02,E,6,7,53,50,B2,Diesel,6864,R11,0
1.0,A,6,5,50,50,B3,Diesel,44,R24,0
0.43,C,8,2,55,50,B12,Diesel,426,R91,0
0.03,C,5,14,18,95,B2,Regular,108,R72,0
0.31,E,7,3,68,50,B12,Diesel,8023,R11,0
1.0,D,6,11,76,50,B12,Regular,1753,R82,0
0.74,D,6,14,67,50,B2,Regular,581,R82,0
0.4,F,10,8,28,80,B13,Diesel,16284,R11,0
1.0,A,7,10,43,50,B2,Regular,17,R24,0
1.0,A,7,8,50,50,B2,Diesel,29,R24,0
0.08,E,4,1,41,58,B12,Regular,3301,R73,0
0.45,B,4,1,54,50,B12,Regular,88,R23,0
0.41,C,15,9,40,76,B4,Regular,326,R31,0
0.08,E,6,8,33,68,B1,Diesel,3857,R72,0
0.08,E,4,10,53,50,B1,Regular,9484,R11,0
1.0,C,13,17,43,80,B11,Regular,287,R82,0
0.12,B,4,1,27,80,B12,Diesel,54,R22,0
1.0,B,5,1,37,50,B2,Regular,91,R53,0
0.08,D,5,14,34,64,B2,Diesel,916,R31,0
0.53,D,6,10,27,76,B3,Diesel,610,R91,0
1.0,A,6,9,47,50,B1,Diesel,8,R24,0
0.94,C,6,4,47,50,B1,Diesel,335,R24,0
0.4,C,11,1,56,50,B12,Diesel,176,R25,0
1.0,C,10,2,54,50,B12,Regular,175,R53,0
1.0,D,5,6,31,50,B1,Regular,511,R24,0
0.83,D,5,5,21,90,B6,Regular,1313,R24,0
0.44,C,7,6,26,76,B1,Diesel,118,R53,0
0.5,E,7,4,25,80,B12,Regular,3317,R93,0
0.65,E,9,13,29,80,B2,Regular,3021,R53,0
1.0,A,4,11,68,50,B2,Regular,31,R24,0
1.01,C,9,27,80,60,B10,Diesel,288,R72,0
0.12,F,10,1,39,51,B12,Regular,22669,R11,0
0.48,D,8,0,56,50,B12,Regular,820,R41,0
0.44,B,6,1,28,72,B1,Diesel,50,R24,0
0.38,D,5,9,24,71,B2,Regular,561,R82,0
1.0,C,7,4,70,50,B1,Diesel,405,R24,0
0.53,D,6,11,33,50,B1,Diesel,710,R82,0
0.2,D,6,10,45,100,B1,Regular,1871,R82,0
0.7,B,6,1,74,50,B12,Diesel,99,R22,0
0.71,E,5,18,25,85,B1,Regular,4348,R72,0
1.0,C,4,27,58,59,B2,Regular,182,R24,0
0.03,E,7,3,41,76,B12,Regular,4762,R93,0
0.49,D,5,8,50,50,B2,Diesel,1313,R24,0
1.0,E,5,6,41,50,B2,Diesel,3366,R11,0
0.08,A,6,16,35,61,B3,Diesel,40,R31,0
0.28,D,4,3,48,57,B12,Regular,824,R91,0
1.0,A,6,5,70,50,B1,Diesel,32,R26,0
0.52,A,11,10,60,68,B12,Regular,6,R72,1
0.03,D,5,4,70,50,B12,Regular,1516,R72,0
1.0,A,7,12,56,50,B2,Diesel,32,R24,0
0.26,D,4,0,78,50,B12,Diesel,1294,R72,0
0.03,A,5,0,71,50,B4,Regular,43,R24,0
0.78,A,5,9,46,71,B2,Diesel,23,R24,0
1.0,C,6,5,34,85,B3,Regular,439,R82,0
1.0,D,5,10,53,50,B2,Regular,1064,R24,0
0.53,C,4,3,46,50,B12,Diesel,200,R72,0
1.0,A,4,2,74,50,B1,Regular,44,R24,0
0.28,E,6,9,40,90,B4,Regular,2740,R22,1
1.0,B,7,7,53,51,B1,Regular,87,R93,0
0.56,C,5,2,56,50,B2,Regular,214,R26,0
0.02,E,4,0,51,50,B1,Regular,3386,R53,0
1.0,D,5,8,68,50,B2,Regular,1601,R41,0
0.49,C,7,2,37,50,B1,Diesel,106,R24,0
1.0,C,7,3,56,50,B1,Regular,102,R24,0
0.78,B,5,1,57,50,B2,Diesel,83,R24,0
0.49,C,11,16,27,68,B11,Regular,234,R25,0
1.0,A,6,14,39,50,B1,Diesel,13,R24,0
0.14,E,15,0,67,50,B12,Regular,3301,R73,0
0.58,A,10,2,43,78,B12,Regular,45,R82,0
1.0,E,6,11,40,66,B6,Regular,3688,R82,0
0.08,D,5,9,49,72,B5,Diesel,631,R93,0
0.24,E,5,2,34,85,B5,Regular,3021,R53,0
0.92,E,7,9,73,50,B4,Diesel,3688,R82,0
0.74,D,8,11,36,54,B11,Regular,1192,R53,0
0.04,D,7,2,48,50,B12,Diesel,566,R93,0
0.08,E,7,6,54,125,B1,Regular,3301,R73,0
0.94,A,4,2,54,50,B1,Regular,48,R24,0
1.0,C,7,4,21,80,B6,Diesel,194,R25,0
1.0,A,6,14,59,52,B1,Diesel,11,R24,0
0.2,B,7,1,50,53,B12,Diesel,73,R91,0
0.49,C,6,8,38,51,B2,Diesel,388,R93,0
0.31,C,6,9,26,95,B4,Regular,132,R31,0
0.3,E,11,11,36,72,B1,Regular,3963,R91,0
0.45,D,7,1,63,50,B1,Diesel,681,R82,0
0.08,C,6,10,37,50,B1,Diesel,209,R82,0
1.0,A,4,19,72,50,B2,Regular,21,R53,0
0.53,E,8,3,72,50,B12,Regular,6257,R11,0
1.0,B,6,5,64,50,B2,Diesel,97,R53,0
0.17,A,14,10,65,50,B14,Regular,30,R82,0
1.0,E,5,7,57,55,B2,Regular,3075,R72,0
0.38,E,7,15,53,50,B1,Regular,3568,R11,0
1.0,D,5,4,47,50,B2,Diesel,1329,R11,0
1.0,B,11,26,74,50,B2,Regular,79,R41,0
0.71,D,11,1,63,50,B12,Diesel,1767,R31,0
0.46,F,4,2,48,54,B12,Regular,13719,R11,0
1.0,C,7,2,64,50,B10,Diesel,105,R24,0
1.0,D,5,10,56,50,B2,Diesel,1182,R82,0
1.0,C,9,3,59,50,B3,Diesel,473,R53,0
0.53,D,7,6,40,68,B1,Regular,754,R24,0
1.0,D,7,13,32,72,B2,Regular,581,R24,0
0.58,A,4,14,67,95,B6,Regular,6,R82,0
1.0,A,6,12,42,50,B2,Diesel,38,R54,0
0.74,C,4,11,23,80,B2,Regular,102,R24,0
1.0,B,6,2,35,50,B2,Diesel,50,R24,0
0.47,E,4,19,48,85,B2,Regular,4116,R24,0
1.0,E,5,15,60,50,B1,Regular,8455,R82,0
0.22,C,5,5,26,72,B3,Regular,366,R53,0
1.0,C,5,4,28,80,B1,Diesel,330,R25,0
0.12,C,12,1,46,50,B12,Diesel,211,R93,0
0.08,B,6,15,47,50,B2,Regular,72,R82,0
0.28,E,4,10,37,50,B4,Diesel,4128,R52,0
0.27,D,8,4,26,85,B6,Diesel,1601,R41,0
1.0,B,4,14,51,50,B2,Regular,99,R54,0
1.0,C,6,15,53,59,B1,Diesel,196,R82,0
0.97,A,9,2,53,50,B2,Regular,19,R24,0
0.56,D,11,3,80,50,B12,Regular,852,R54,0
0.02,C,4,14,31,57,B14,Regular,186,R24,0
1.0,D,5,7,55,50,B2,Regular,741,R24,0
1.0,C,8,2,46,50,B12,Diesel,203,R24,0
1.0,C,9,3,57,50,B4,Regular,399,R24,0
0.08,E,7,1,46,50,B1,Regular,4762,R93,0
1.0,C,4,2,48,50,B1,Regular,238,R52,0
0.25,C,4,21,86,50,B2,Regular,229,R53,0
0.03,F,4,13,38,85,B14,Regular,27000,R11,0
0.08,D,6,5,63,50,B1,Regular,1326,R93,0
0.91,B,4,15,46,50,B5,Regular,72,R52,0
1.0,C,6,5,24,68,B6,Diesel,138,R24,0
0.97,C,5,8,27,95,B2,Diesel,249,R52,0
0.3,E,11,14,45,51,B1,Regular,3386,R11,0
0.48,C,6,12,31,57,B2,Diesel,121,R24,0
0.71,C,6,4,42,68,B12,Diesel,286,R24,0
0.68,C,6,10,65,50,B2,Diesel,298,R24,0
0.12,C,4,2,39,50,B12,Regular,310,R52,0
0.74,B,7,12,22,85,B2,Diesel,50,R82,0
0.75,A,6,11,67,68,B4,Regular,18,R23,0
0.82,C,5,10,42,60,B3,Regular,298,R24,0
0.06,D,6,0,55,54,B3,Diesel,1445,R72,0
1.0,C,5,20,44,50,B3,Diesel,138,R82,0
0.35,D,5,16,44,50,B2,Diesel,774,R82,0
0.32,C,5,2,44,50,B2,Diesel,461,R53,0
0.74,C,8,13,47,50,B13,Regular,262,R41,0
0.04,D,5,4,40,50,B3,Regular,857,R82,0
1.0,A,6,8,46,76,B2,Regular,43,R53,0
0.01,E,11,1,40,50,B12,Diesel,2648,R31,0
0.12,D,6,7,55,50,B12,Diesel,565,R82,0
0.11,E,7,0,37,76,B12,Diesel,2805,R11,0
0.45,D,7,10,62,50,B1,Regular,578,R82,0
0.49,B,6,8,35,50,B2,Diesel,63,R24,0
0.14,C,7,8,25,100,B1,Regular,218,R42,0
0.24,C,4,10,50,50,B1,Diesel,251,R25,1
1.0,E,8,16,48,50,B2,Regular,3688,R82,0
0.16,E,14,5,36,64,B4,Regular,4172,R82,0
0.24,A,5,4,23,80,B2,Diesel,30,R24,0
0.08,E,4,3,37,90,B1,Regular,9307,R82,0
0.74,E,7,2,65,54,B12,Diesel,4059,R23,0
0.74,E,4,2,47,50,B12,Diesel,3317,R93,0
1.0,E,6,12,82,50,B1,Diesel,4792,R11,0
0.58,D,4,10,29,68,B1,Regular,528,R24,0
1.0,C,5,9,74,50,B3,Regular,359,R53,0
0.49,C,7,6,53,62,B1,Regular,405,R24,0
0.13,A,5,3,48,50,B2,Diesel,14,R24,0
0.43,A,9,13,36,60,B1,Regular,34,R82,0
0.2,C,7,2,30,90,B12,Diesel,301,R24,0
0.72,E,7,3,38,50,B2,Regular,2705,R41,0
0.17,F,5,1,71,50,B2,Regular,18229,R11,0
0.62,A,5,2,22,95,B2,Diesel,27,R24,0
0.62,A,5,3,56,50,B12,Regular,20,R83,0
0.27,A,6,12,49,55,B1,Diesel,30,R24,0
0.21,E,6,4,35,51,B1,Diesel,2252,R82,0
1.0,B,5,2,31,50,B2,Diesel,67,R24,0
0.74,F,8,1,41,50,B12,Diesel,27000,R11,0
0.83,A,5,6,36,54,B2,Regular,25,R22,0
0.37,C,4,0,35,70,B12,Regular,218,R54,1
0.02,D,4,3,37,50,B1,Regular,741,R24,0
0.95,C,7,2,47,50,B1,Diesel,133,R23,0
1.0,E,5,2,67,50,B3,Regular,4762,R93,1
1.0,A,6,7,24,95,B1,Diesel,49,R24,0
1.0,D,7,15,37,50,B1,Regular,1192,R53,0
0.35,E,5,4,47,53,B12,Regular,3744,R93,0
0.1,D,4,0,53,50,B4,Diesel,1313,R24,1
0.5,D,7,10,45,50,B10,Diesel,1326,R93,0
0.61,D,6,7,36,50,B1,Diesel,1294,R72,0
1.0,C,6,0,51,50,B1,Diesel,115,R91,0
0.41,E,7,11,29,80,B2,Regular,9307,R82,0
1.0,C,5,5,31,50,B3,Diesel,115,R31,0
0.75,E,5,5,51,60,B1,Regular,2054,R93,0
0.6,C,8,0,57,50,B12,Diesel,362,R42,0
0.46,B,7,18,32,85,B2,Regular,72,R93,0
0.08,E,5,0,29,64,B12,Regular,3946,R82,1
0.08,D,7,11,40,50,B11,Diesel,1294,R72,0
1.0,E,7,13,31,50,B2,Regular,4116,R24,0
0.33,E,5,3,36,50,B1,Diesel,2484,R26,0
0.5,C,6,2,39,50,B13,Diesel,269,R91,0
0.75,C,8,1,57,50,B12,Diesel,473,R53,0
0.08,E,8,0,26,68,B2,Diesel,3430,R93,1
0.48,A,7,6,55,50,B1,Diesel,27,R24,0
0.78,B,5,10,26,72,B3,Diesel,83,R24,0
0.06,D,8,0,49,50,B12,Regular,534,R11,0
0.08,D,4,3,29,80,B1,Regular,1962,R82,0
0.08,C,8,7,36,51,B6,Regular,340,R82,0
1.0,B,5,1,50,50,B1,Diesel,81,R24,0
0.21,D,4,8,55,50,B11,Diesel,670,R82,0
1.0,C,7,13,44,53,B2,Regular,137,R93,0
0.71,E,6,2,42,50,B12,Diesel,2767,R52,0
0.46,B,5,4,47,50,B1,Diesel,62,R21,0
1.0,C,7,8,48,50,B6,Diesel,111,R24,0
0.08,D,5,7,27,68,B1,Diesel,716,R93,0
0.8,E,9,16,39,50,B1,Regular,2620,R72,0
0.53,C,5,2,27,64,B12,Regular,211,R94,0
1.0,D,7,5,57,50,B1,Regular,1943,R24,0
0.94,C,6,1,46,58,B11,Diesel,411,R11,1
0.33,A,7,4,38,51,B2,Regular,22,R24,0
1.0,C,6,8,45,61,B4,Regular,287,R53,0
0.12,F,7,4,70,50,B12,Regular,27000,R11,0
1.0,B,6,4,63,50,B2,Diesel,91,R24,0
1.0,D,9,3,58,50,B2,Regular,1165,R53,0
0.38,C,6,3,77,50,B12,Diesel,218,R72,0
1.0,B,10,6,57,50,B10,Diesel,55,R25,0
0.03,C,7,10,49,50,B13,Diesel,299,R41,0
1.0,D,5,2,66,50,B2,Diesel,1443,R11,0
0.32,B,6,17,34,50,B1,Diesel,51,R24,0
0.52,C,9,0,69,50,B12,Regular,381,R93,0
0.76,E,4,13,19,95,B2,Regular,3368,R24,0
1.0,D,7,9,33,50,B1,Diesel,1323,R82,0
0.27,E,7,11,79,58,B2,Regular,6729,R11,0
1.0,C,7,7,57,50,B14,Diesel,126,R24,0
1.0,B,7,6,51,50,B2,Diesel,81,R24,0
0.95,D,4,15,56,50,B1,Regular,1955,R94,0
0.06,C,7,0,30,90,B12,Regular,402,R93,0
0.3,D,5,10,32,72,B1,Regular,1448,R93,0
0.77,C,5,2,51,50,B2,Diesel,149,R24,0
1.0,C,6,11,77,50,B2,Regular,165,R53,0
0.5,E,9,10,33,50,B1,Regular,2074,R82,0
0.33,D,8,15,69,50,B13,Regular,1101,R93,0
0.57,D,5,1,26,68,B1,Diesel,1296,R24,0
1.0,C,4,21,48,50,B1,Regular,399,R24,0
0.02,E,9,0,75,50,B12,Regular,2038,R82,1
0.9,D,7,0,31,50,B11,Regular,1332,R42,0
1.0,A,7,6,68,50,B2,Diesel,14,R24,0
0.42,B,8,11,25,85,B2,Regular,64,R24,0
1.0,C,10,21,35,50,B1,Regular,355,R53,0
1.0,C,4,12,48,50,B2,Regular,190,R93,0
0.93,F,9,4,50,50,B1,Regular,27000,R11,0
0.96,F,9,1,64,50,B12,Regular,27000,R11,0
0.04,E,9,0,38,50,B12,Regular,4998,R11,0
0.08,D,5,2,48,50,B2,Diesel,983,R52,0
0.99,C,6,9,53,50,B12,Diesel,111,R24,0
1.0,D,8,11,52,50,B1,Diesel,1284,R25,0
0.21,D,7,6,31,64,B12,Regular,581,R82,0
0.65,D,8,10,46,50,B3,Regular,1313,R24,0
0.12,E,9,2,73,50,B12,Regular,3430,R93,0
1.0,D,9,14,77,50,B1,Regular,741,R24,0
0.14,E,4,0,23,100,B12,Regular,3193,R11,0
0.81,D,4,1,69,50,B1,Regular,634,R53,0
1.0,B,7,2,45,50,B1,Diesel,91,R24,0
0.35,C,10,12,22,125,B12,Regular,101,R24,0
0.24,D,12,7,61,50,B5,Regular,1054,R24,0
0.15,C,6,1,44,50,B1,Diesel,252,R24,0
1.0,A,8,1,45,50,B2,Diesel,4,R24,0
0.08,C,4,8,30,62,B2,Regular,272,R72,0
1.0,B,7,9,56,50,B2,Diesel,71,R24,0
0.54,E,4,2,31,54,B12,Regular,3233,R82,0
1.0,E,5,14,34,64,B1,Diesel,5449,R82,0
0.03,D,6,0,65,55,B12,Regular,916,R31,1
0.07,C,8,13,50,50,B13,Regular,142,R52,0
0.45,A,8,1,46,50,B1,Diesel,50,R82,0
0.46,E,5,0,38,60,B12,Regular,3856,R11,0
0.2,C,5,6,31,50,B3,Diesel,149,R24,0
0.06,D,4,12,49,62,B2,Regular,1386,R31,0
0.71,E,5,0,70,50,B12,Regular,3430,R93,1
0.07,C,7,1,64,50,B1,Diesel,395,R52,0
0.09,E,5,14,31,58,B4,Regular,4393,R11,0
1.0,C,9,7,73,50,B1,Diesel,214,R26,0
1.0,A,4,14,34,50,B1,Regular,15,R24,0
1.0,E,4,11,33,50,B2,Regular,4172,R82,0
0.72,D,7,21,44,50,B5,Regular,713,R52,0
1.0,D,4,5,64,50,B6,Regular,1397,R41,0
1.0,E,6,9,44,58,B1,Regular,9422,R11,1
0.71,E,11,1,66,50,B12,Diesel,3434,R11,0
0.52,B,6,14,53,50,B2,Regular,82,R53,0
0.0027397260273972,D,6,9,20,95,B1,Diesel,1313,R24,0
0.06,C,6,5,28,64,B1,Diesel,180,R23,0
1.0,C,7,14,39,62,B11,Diesel,138,R54,1
1.0,C,7,7,39,50,B1,Diesel,148,R82,0
0.1,B,7,14,20,95,B2,Diesel,79,R24,0
0.12,C,7,1,48,50,B12,Diesel,207,R52,0
0.74,D,9,1,36,50,B12,Diesel,1535,R72,0
0.08,E,12,13,33,72,B10,Diesel,3301,R73,0
0.81,C,12,0,46,50,B12,Diesel,402,R82,0
0.74,E,5,6,26,95,B12,Regular,2377,R82,0
1.0,D,7,7,35,76,B6,Diesel,1182,R82,0
0.02,D,11,15,23,85,B11,Regular,598,R25,0
1.0,C,5,6,34,50,B1,Regular,227,R54,0
0.58,C,5,6,43,62,B1,Diesel,138,R24,1
1.0,D,6,2,39,54,B1,Regular,610,R93,0
0.5,E,5,3,49,50,B12,Regular,3430,R93,0
0.52,A,7,1,54,50,B1,Diesel,33,R94,0
0.08,E,5,2,75,50,B2,Regular,6736,R11,0
0.03,E,8,2,55,50,B12,Regular,5831,R11,0
0.36,D,7,6,33,60,B2,Regular,632,R24,0
0.66,C,8,18,37,50,B1,Diesel,166,R41,0
0.95,C,9,10,56,50,B2,Regular,473,R53,1
0.07,C,4,13,31,100,B1,Regular,120,R24,0
0.33,C,7,8,21,85,B1,Diesel,374,R24,0
1.0,D,5,5,52,50,B2,Regular,578,R11,0
1.0,C,6,6,61,50,B2,Diesel,119,R54,0
1.0,C,6,12,24,76,B1,Diesel,103,R53,0
0.03,A,10,1,43,50,B12,Regular,43,R73,0
0.49,E,5,10,33,50,B5,Diesel,3317,R93,0
0.19,F,6,1,35,64,B2,Diesel,27000,R11,0
0.75,B,6,8,37,50,B1,Diesel,88,R53,0
0.5,C,12,1,80,58,B12,Diesel,297,R26,0
0.72,A,6,9,43,50,B2,Diesel,36,R52,0
1.0,A,4,15,41,50,B2,Regular,11,R24,0
0.86,E,8,9,44,80,B10,Regular,4939,R11,0
0.5,E,4,4,67,68,B6,Regular,3386,R53,0
0.08,D,5,10,37,51,B5,Diesel,1601,R41,0
0.61,E,7,5,57,50,B12,Regular,3699,R11,0
0.18,E,4,0,28,76,B6,Regular,3688,R82,0
0.08,B,4,6,66,50,B12,Regular,66,R93,0
0.46,A,11,2,47,50,B12,Diesel,24,R52,0
1.0,D,5,6,33,60,B1,Regular,521,R82,0
1.0,E,5,2,38,60,B6,Diesel,2792,R11,0
0.4,B,4,2,80,50,B12,Regular,58,R82,0
0.24,A,7,10,41,76,B2,Diesel,39,R24,0
0.41,E,6,4,30,57,B3,Diesel,2257,R72,0
0.12,E,5,0,32,91,B12,Diesel,3301,R73,0
1.0,D,4,14,36,60,B4,Regular,1210,R82,0
0.16,C,10,12,53,60,B12,Diesel,120,R91,0
1.0,E,5,5,49,50,B1,Regular,4762,R93,0
0.1,E,10,0,45,50,B12,Regular,3317,R93,0
0.24,A,5,10,19,95,B4,Regular,37,R24,0
0.06,A,6,12,40,50,B1,Diesel,23,R24,0
0.81,E,4,11,46,50,B4,Regular,2399,R24,0
0.5,E,6,5,25,72,B2,Diesel,3317,R93,0
1.0,C,7,15,50,50,B10,Regular,355,R53,0
0.87,F,8,8,27,80,B12,Regular,17140,R11,0
1.0,D,4,4,27,90,B1,Regular,563,R52,0
1.0,E,7,3,69,50,B3,Regular,4762,R93,0
1.0,A,8,16,53,71,B1,Diesel,10,R24,1
0.36,F,4,5,38,90,B12,Regular,10156,R11,0
0.43,D,6,12,42,50,B1,Diesel,1600,R24,0
0.08,E,6,8,33,68,B1,Diesel,3857,R72,0
1.0,E,5,6,53,67,B5,Diesel,2362,R26,1
0.18,A,7,6,31,54,B2,Regular,22,R24,0
1.0,D,14,21,59,51,B11,Regular,1313,R24,0
1.0,C,4,18,57,50,B1,Regular,198,R24,0
1.0,C,7,1,52,50,B12,Diesel,481,R41,0
0.08,B,8,1,41,65,B2,Diesel,100,R82,0
0.8,E,11,2,60,50,B12,Diesel,6913,R11,0
0.18,B,5,19,63,60,B5,Regular,66,R93,0
0.24,A,11,0,42,50,B12,Diesel,43,R72,0
1.0,D,4,10,55,50,B2,Regular,614,R24,0
1.0,D,7,14,36,50,B11,Regular,831,R54,0
0.61,A,5,4,38,55,B1,Diesel,33,R72,0
0.21,B,4,5,77,50,B12,Regular,72,R93,0
0.008219178,C,5,0,56,50,B12,Regular,217,R73,0
1.0,B,15,9,41,50,B3,Regular,81,R82,1
0.21,E,4,2,56,67,B12,Regular,4456,R72,0
0.81,E,8,10,57,81,B10,Regular,2415,R82,0
0.21,E,4,1,25,90,B12,Diesel,9307,R82,0
0.62,C,7,3,49,50,B12,Diesel,368,R82,0
1.0,A,7,32,50,50,B1,Regular,25,R24,0
0.5,B,13,3,41,50,B10,Regular,73,R24,0
0.83,C,6,5,41,85,B3,Regular,153,R54,0
0.09,E,7,10,36,50,B1,Regular,3233,R82,0
0.08,D,8,3,38,50,B6,Diesel,824,R91,0
0.08,C,7,3,41,60,B1,Diesel,289,R31,0
0.46,D,7,11,36,51,B1,Regular,528,R31,0
0.38,D,4,2,29,61,B6,Regular,657,R54,0
1.0,D,6,5,71,50,B3,Regular,586,R41,0
0.08,C,7,15,49,76,B1,Regular,233,R93,0
0.15,C,6,7,43,50,B5,Regular,287,R53,0
0.65,A,7,3,34,76,B2,Diesel,33,R24,0
0.81,C,6,2,51,50,B3,Regular,240,R82,0
1.0,A,6,11,34,50,B1,Diesel,34,R72,0
1.0,C,7,4,49,50,B2,Regular,118,R82,0
0.19,D,5,5,45,54,B5,Regular,511,R24,0
0.08,D,4,1,39,50,B12,Regular,579,R82,0
1.0,E,5,7,43,50,B3,Diesel,2044,R24,0
1.0,A,6,11,63,50,B1,Diesel,48,R54,0
0.01,E,4,0,23,85,B12,Regular,4128,R52,0
1.0,A,4,10,34,66,B1,Regular,22,R24,0
1.0,B,7,8,53,50,B1,Regular,81,R24,0
1.0,D,6,3,82,50,B1,Regular,1704,R82,0
0.11,A,5,5,21,95,B3,Regular,29,R24,0
1.0,A,6,6,55,50,B1,Diesel,13,R24,0
1.0,C,8,11,40,50,B12,Regular,461,R53,0
0.27,E,5,12,29,85,B2,Diesel,3866,R24,0
0.08,C,4,7,22,95,B2,Regular,204,R91,0
0.82,E,7,1,44,50,B12,Regular,4982,R23,0
1.0,A,10,14,37,50,B2,Diesel,14,R24,0
0.36,B,4,2,41,50,B12,Diesel,74,R73,0
0.12,E,7,1,71,50,B12,Regular,3317,R93,0
1.0,C,6,6,73,50,B2,Diesel,473,R53,1
0.0054794520547945,C,6,12,40,65,B1,Diesel,473,R53,0
1.0,C,4,17,65,50,B1,Regular,170,R82,0
0.28,A,5,1,28,71,B3,Diesel,24,R72,0
0.26,C,4,3,74,50,B12,Diesel,458,R93,0
0.54,E,4,2,27,72,B12,Regular,6705,R11,0
1.0,A,8,1,45,50,B2,Diesel,48,R82,0
1.0,E,9,4,76,50,B2,Regular,9082,R11,0
1.0,C,10,11,38,50,B10,Diesel,155,R24,0
1.0,A,6,9,43,50,B2,Diesel,37,R24,1
0.77,E,6,6,66,50,B3,Regular,3866,R24,0
1.0,D,5,8,54,50,B2,Regular,533,R93,0
1.0,D,6,10,38,61,B6,Diesel,831,R54,0
0.08,B,6,7,61,50,B1,Diesel,76,R72,0
1.0,E,6,8,44,50,B4,Regular,3744,R93,0
0.64,B,6,17,24,95,B2,Diesel,91,R24,0
0.08,D,6,13,30,60,B1,Diesel,902,R31,0
0.02,B,10,13,30,57,B2,Diesel,64,R91,0
0.49,A,14,14,51,50,B13,Regular,16,R24,0
0.87,C,8,2,31,62,B2,Diesel,111,R31,0
0.48,C,5,1,57,50,B5,Regular,342,R53,0
1.0,E,6,11,47,50,B1,Regular,2446,R93,0
