Exposure,VehValue,VehAge,VehBody,Gender,DrivAge,ClaimOcc
0.8076659822,6.7,youngest cars,Roadster,Male,older work. people,0
0.386036961,0.41,oldest cars,Sedan,Male,oldest people,0
0.4928131417,1.65,old cars,Hatchback,Male,youngest people,0
0.1998631075,1.76,youngest cars,Hatchback,Female,old people,0
0.3805612594,0.45,oldest cars,Sedan,Male,older work. people,0
0.3887748118,1.56,old cars,Hardtop,Male,older work. people,0
0.1259411362,1.14,oldest cars,Utility,Female,working people,0
0.4928131417,1.78,old cars,Truck,Male,young people,0
0.3887748118,1.13,old cars,Sedan,Male,old people,0
0.6105407255,1.58,old cars,Coupe,Female,older work. people,0
0.4928131417,0.37,oldest cars,Utility,Male,youngest people,1
0.3915126626,0.82,old cars,Hatchback,Male,young people,0
0.9993155373,1.91,oldest cars,Station wagon,Male,old people,0
0.1752224504,2.42,youngest cars,Sedan,Female,older work. people,0
0.2819986311,1.12,old cars,Sedan,Male,working people,0
0.6132785763,0.88,oldest cars,Truck,Male,young people,0
0.6105407255,2.03,youngest cars,Sedan,Female,old people,0
0.386036961,1.63,young cars,Sedan,Female,older work. people,0
0.386036961,2.42,young cars,Sedan,Female,young people,0
0.1971252567,2.47,youngest cars,Sedan,Female,old people,0
0.3915126626,0.65,oldest cars,Hatchback,Female,young people,0
0.1149897331,0.54,oldest cars,Hatchback,Female,youngest people,0
0.3915126626,2.17,young cars,Station wagon,Female,young people,0
0.3915126626,3.22,old cars,Station wagon,Female,working people,0
0.3915126626,1.99,old cars,Station wagon,Male,older work. people,0
0.5503080082,1.3,old cars,Sedan,Female,older work. people,1
0.4928131417,2.35,youngest cars,Sedan,Male,older work. people,0
0.0684462697,3.44,young cars,Hatchback,Male,young people,0
0.2299794661,3.68,young cars,Station wagon,Male,youngest people,0
0.3915126626,1.51,oldest cars,Station wagon,Male,old people,0
0.4928131417,0.54,oldest cars,Hatchback,Male,older work. people,0
0.3668720055,0.81,oldest cars,Hatchback,Female,older work. people,0
0.3915126626,5.27,young cars,Station wagon,Male,old people,0
0.1916495551,2.2,youngest cars,Sedan,Male,oldest people,0
0.7227926078,1.1,oldest cars,Utility,Male,old people,0
0.3915126626,0.9,oldest cars,Hatchback,Female,working people,0
0.3915126626,0.5,oldest cars,Station wagon,Female,young people,0
0.8268309377,1.2,young cars,Sedan,Female,old people,0
0.4955509925,2.37,oldest cars,Station wagon,Male,older work. people,0
0.7967145791,0.91,old cars,Hatchback,Male,young people,0
0.3915126626,1.29,old cars,Sedan,Male,old people,0
0.3887748118,1.35,youngest cars,Hatchback,Female,young people,0
0.8268309377,1.84,young cars,Hatchback,Female,older work. people,0
0.386036961,1.29,youngest cars,Hatchback,Female,working people,0
0.3887748118,1.9,oldest cars,Station wagon,Female,older work. people,0
0.5338809035,3.37,young cars,Truck,Male,young people,0
0.2245037645,0.71,old cars,Hatchback,Female,young people,0
0.6105407255,2.37,oldest cars,Station wagon,Female,young people,0
0.2819986311,1.95,young cars,Sedan,Female,young people,0
0.2245037645,3.63,youngest cars,Utility,Male,young people,0
0.3887748118,1.14,old cars,Sedan,Female,older work. people,0
0.3887748118,1.42,young cars,Utility,Male,old people,0
0.3887748118,0.74,oldest cars,Station wagon,Male,working people,0
0.386036961,1.04,old cars,Station wagon,Male,working people,0
0.386036961,0.78,old cars,Sedan,Male,young people,0
0.1341546886,1.31,old cars,Sedan,Male,young people,0
0.0082135524,3.51,youngest cars,Utility,Male,older work. people,0
0.386036961,0.68,oldest cars,Utility,Male,old people,0
0.386036961,1.35,old cars,Sedan,Female,young people,0
0.4134154689,2.57,youngest cars,Utility,Female,old people,0
0.8268309377,1.66,young cars,Sedan,Male,older work. people,0
0.8268309377,2.14,old cars,Utility,Male,young people,0
0.386036961,1.46,old cars,Sedan,Female,old people,1
0.0191649555,1.67,young cars,Station wagon,Male,old people,0
0.9993155373,1.26,young cars,Hatchback,Male,oldest people,0
0.6132785763,3.97,young cars,Station wagon,Female,old people,1
0.1806981519,2.02,youngest cars,Hatchback,Male,older work. people,0
0.386036961,0.54,oldest cars,Hatchback,Female,working people,1
0.386036961,0.53,oldest cars,Hatchback,Female,working people,0
0.9993155373,0.0,oldest cars,Station wagon,Female,old people,0
0.1396303901,0.41,oldest cars,Hatchback,Female,young people,0
0.4380561259,1.19,old cars,Utility,Male,old people,0
0.1396303901,3.26,old cars,Motorized caravan,Female,oldest people,0
0.6105407255,0.62,oldest cars,Hatchback,Female,young people,0
0.3887748118,1.86,youngest cars,Sedan,Male,old people,0
0.0273785079,1.73,old cars,Panel van,Male,working people,0
0.4900752909,1.73,youngest cars,Hatchback,Female,young people,1
0.3887748118,1.06,old cars,Sedan,Female,old people,0
0.1259411362,1.65,oldest cars,Minibus,Female,older work. people,0
0.2272416153,2.64,old cars,Station wagon,Male,older work. people,0
0.2847364819,1.75,young cars,Sedan,Female,young people,0
0.3121149897,1.88,youngest cars,Hatchback,Female,old people,0
0.6105407255,1.51,old cars,Sedan,Female,older work. people,0
0.2847364819,0.77,old cars,Sedan,Female,young people,0
0.3915126626,0.62,oldest cars,Hatchback,Female,oldest people,0
0.1998631075,1.61,young cars,Sedan,Female,youngest people,0
0.3887748118,5.27,young cars,Station wagon,Female,youngest people,0
0.681724846,1.9,young cars,Sedan,Female,older work. people,0
0.3915126626,0.79,old cars,Truck,Female,youngest people,1
0.8268309377,0.84,old cars,Hatchback,Female,older work. people,1
0.0027378508,1.9,young cars,Hatchback,Male,older work. people,0
0.3915126626,2.77,old cars,Station wagon,Female,old people,0
0.3887748118,3.4,young cars,Station wagon,Male,older work. people,0
0.8268309377,3.48,young cars,Station wagon,Female,youngest people,0
0.3887748118,2.37,young cars,Sedan,Male,older work. people,0
0.1971252567,1.95,young cars,Sedan,Male,working people,0
0.3887748118,2.42,young cars,Station wagon,Female,working people,0
0.3915126626,0.65,oldest cars,Hatchback,Female,working people,0
0.0547570157,1.45,young cars,Sedan,Female,working people,0
0.0273785079,1.03,old cars,Sedan,Female,young people,0
0.7775496235,1.45,oldest cars,Sedan,Female,working people,0
0.3915126626,2.06,young cars,Station wagon,Female,youngest people,0
0.3887748118,1.14,old cars,Sedan,Male,older work. people,0
0.7775496235,2.08,old cars,Hatchback,Male,young people,0
0.3915126626,1.33,oldest cars,Station wagon,Male,older work. people,0
0.3915126626,2.09,old cars,Utility,Male,youngest people,0
0.6078028747,3.25,young cars,Station wagon,Male,older work. people,0
0.6078028747,1.67,oldest cars,Station wagon,Male,young people,0
0.1505817933,0.3,oldest cars,Panel van,Male,old people,0
0.3915126626,3.46,young cars,Utility,Male,young people,0
0.3915126626,1.26,young cars,Sedan,Female,working people,0
0.0273785079,1.06,old cars,Hatchback,Male,working people,0
0.3915126626,1.14,young cars,Hatchback,Female,older work. people,0
0.7310061602,5.236,youngest cars,Station wagon,Female,working people,0
0.6105407255,1.75,young cars,Sedan,Female,older work. people,0
0.2299794661,4.05,young cars,Station wagon,Female,working people,0
0.6078028747,2.32,old cars,Station wagon,Male,older work. people,0
0.9993155373,1.41,young cars,Sedan,Female,older work. people,0
0.7145790554,2.16,young cars,Sedan,Female,older work. people,0
0.6105407255,1.86,old cars,Sedan,Female,old people,0
0.2819986311,3.26,old cars,Station wagon,Female,young people,0
0.0027378508,1.2,oldest cars,Utility,Male,young people,0
0.3887748118,0.5,oldest cars,Hatchback,Female,older work. people,0
0.0109514031,1.62,young cars,Sedan,Female,young people,0
0.3887748118,2.28,old cars,Hatchback,Female,older work. people,0
0.6105407255,1.67,young cars,Station wagon,Male,older work. people,0
0.3887748118,2.09,old cars,Utility,Male,young people,0
0.3887748118,1.62,young cars,Sedan,Female,working people,0
0.2245037645,0.79,oldest cars,Utility,Male,older work. people,0
0.3449691992,0.55,oldest cars,Sedan,Male,older work. people,0
0.9965776865,1.81,young cars,Hatchback,Male,older work. people,0
0.6105407255,1.13,oldest cars,Sedan,Female,working people,0
0.3887748118,1.14,old cars,Sedan,Male,older work. people,0
0.3887748118,4.0,young cars,Hardtop,Male,old people,0
0.3887748118,1.33,oldest cars,Station wagon,Male,oldest people,0
0.1204654346,2.5,old cars,Utility,Male,older work. people,1
0.0985626283,0.98,oldest cars,Utility,Male,older work. people,0
0.3887748118,0.31,oldest cars,Hatchback,Male,young people,0
0.3887748118,0.53,oldest cars,Hatchback,Female,working people,0
0.6105407255,1.73,old cars,Sedan,Female,older work. people,0
0.386036961,2.36,old cars,Hatchback,Female,older work. people,0
0.3887748118,1.48,young cars,Sedan,Female,old people,0
0.4928131417,1.26,old cars,Station wagon,Female,young people,0
0.1834360027,0.99,old cars,Hatchback,Female,young people,0
0.3258042437,0.85,old cars,Hatchback,Female,young people,1
0.5366187543,2.66,youngest cars,Sedan,Male,youngest people,1
0.2874743326,3.58,young cars,Station wagon,Female,young people,0
0.6105407255,2.39,oldest cars,Sedan,Female,old people,0
0.8240930869,1.51,young cars,Hatchback,Female,youngest people,0
0.5366187543,3.34,old cars,Station wagon,Male,older work. people,0
0.1204654346,3.44,old cars,Station wagon,Female,young people,0
0.4928131417,0.79,oldest cars,Sedan,Male,older work. people,0
0.4928131417,1.349,youngest cars,Hatchback,Female,older work. people,0
0.2847364819,0.82,old cars,Sedan,Male,working people,0
0.2245037645,0.81,old cars,Hatchback,Female,oldest people,0
0.2272416153,0.73,oldest cars,Sedan,Female,young people,0
0.0821355236,2.97,youngest cars,Station wagon,Male,working people,0
0.0876112252,0.75,old cars,Hatchback,Female,youngest people,0
0.1971252567,0.89,old cars,Hatchback,Female,older work. people,0
0.8021902806,0.74,oldest cars,Hatchback,Female,young people,0
0.9938398357,1.23,oldest cars,Sedan,Female,older work. people,0
0.1998631075,1.41,youngest cars,Hatchback,Female,older work. people,0
0.8240930869,0.78,oldest cars,Station wagon,Male,older work. people,1
0.1204654346,2.03,old cars,Hatchback,Female,youngest people,0
0.1998631075,1.3,old cars,Sedan,Male,young people,0
0.8186173853000001,1.04,young cars,Hatchback,Female,youngest people,0
0.1998631075,1.66,young cars,Sedan,Female,older work. people,0
0.7748117728,4.44,youngest cars,Truck,Female,working people,0
0.7748117728,1.58,old cars,Sedan,Female,old people,0
0.4928131417,1.41,old cars,Utility,Male,older work. people,0
0.4928131417,0.99,old cars,Sedan,Male,working people,0
0.2847364819,0.89,old cars,Hatchback,Female,young people,0
0.4928131417,2.35,young cars,Hatchback,Female,youngest people,0
0.0027378508,1.1,oldest cars,Sedan,Female,working people,0
0.1998631075,1.24,young cars,Sedan,Male,older work. people,0
0.1998631075,1.86,old cars,Utility,Female,working people,0
0.1998631075,1.25,oldest cars,Station wagon,Male,young people,0
0.8761122519,2.9,young cars,Coupe,Female,older work. people,0
0.7748117728,1.76,youngest cars,Hatchback,Female,youngest people,1
0.3668720055,1.36,old cars,Coupe,Female,young people,0
0.9965776865,0.31,oldest cars,Sedan,Female,working people,0
0.3175906913,0.93,old cars,Hatchback,Female,working people,0
0.2245037645,2.13,young cars,Utility,Male,young people,0
0.9965776865,0.86,old cars,Sedan,Male,old people,0
0.1642710472,1.6,young cars,Hatchback,Male,older work. people,0
0.6160164271,2.51,old cars,Station wagon,Male,old people,0
0.4818617385,1.43,youngest cars,Hatchback,Female,youngest people,0
0.6160164271,1.68,young cars,Sedan,Male,young people,0
0.1204654346,0.86,oldest cars,Sedan,Male,old people,0
0.4900752909,1.0,young cars,Hatchback,Female,older work. people,0
0.1998631075,1.01,old cars,Sedan,Female,working people,0
0.1998631075,3.83,youngest cars,Utility,Male,young people,0
0.1998631075,1.04,old cars,Sedan,Female,youngest people,0
0.4928131417,1.85,youngest cars,Sedan,Male,youngest people,0
0.3175906913,0.75,oldest cars,Sedan,Female,old people,0
0.8980150582,0.6,oldest cars,Sedan,Male,older work. people,1
0.4928131417,3.249,youngest cars,Station wagon,Female,older work. people,0
0.076659822,2.43,old cars,Hatchback,Male,working people,0
0.4188911704,2.99,old cars,Station wagon,Female,young people,0
0.5338809035,1.16,young cars,Hatchback,Female,youngest people,0
0.219028063,0.34,oldest cars,Hatchback,Male,working people,0
0.9993155373,0.39,oldest cars,Panel van,Male,youngest people,0
0.9965776865,1.6,young cars,Sedan,Female,old people,0
0.1204654346,3.49,oldest cars,Sedan,Female,young people,0
0.2245037645,0.39,oldest cars,Hatchback,Female,older work. people,0
0.4928131417,3.74,young cars,Station wagon,Male,older work. people,1
0.1204654346,0.94,oldest cars,Hatchback,Female,working people,0
0.4928131417,0.68,oldest cars,Station wagon,Male,young people,0
0.8240930869,3.3,young cars,Utility,Female,working people,0
0.6160164271,3.56,young cars,Station wagon,Male,working people,0
0.8240930869,1.11,oldest cars,Station wagon,Female,young people,0
0.0054757016,2.02,youngest cars,Sedan,Male,old people,0
0.1204654346,2.92,youngest cars,Sedan,Male,youngest people,0
0.8788501027,1.75,old cars,Hatchback,Female,older work. people,0
0.3449691992,0.54,oldest cars,Hatchback,Female,working people,0
0.8240930869,0.39,oldest cars,Hatchback,Male,working people,0
0.2162902122,1.57,oldest cars,Station wagon,Male,older work. people,0
0.4654346338,0.57,oldest cars,Hatchback,Female,older work. people,0
0.5338809035,1.19,oldest cars,Station wagon,Male,young people,0
0.5338809035,1.63,youngest cars,Hatchback,Male,older work. people,1
0.2902121834,0.55,oldest cars,Sedan,Female,oldest people,0
0.681724846,1.91,oldest cars,Station wagon,Male,young people,0
0.8761122519,1.42,old cars,Sedan,Female,working people,1
0.8788501027,1.19,oldest cars,Station wagon,Male,young people,0
0.8788501027,4.47,youngest cars,Station wagon,Male,young people,0
0.4928131417,1.75,young cars,Sedan,Male,older work. people,0
0.8021902806,4.85,youngest cars,Station wagon,Male,old people,0
0.8240930869,2.62,young cars,Station wagon,Male,older work. people,0
0.2245037645,3.15,old cars,Station wagon,Male,young people,0
0.2245037645,1.73,young cars,Sedan,Female,working people,0
0.167008898,3.27,young cars,Coupe,Female,older work. people,0
0.8021902806,4.09,young cars,Sedan,Male,older work. people,0
0.5338809035,1.37,youngest cars,Hatchback,Male,older work. people,0
0.2245037645,3.63,youngest cars,Utility,Male,working people,0
0.8350444901,1.61,young cars,Sedan,Female,older work. people,0
0.1587953457,1.14,young cars,Sedan,Female,young people,0
0.1560574949,2.62,youngest cars,Truck,Male,older work. people,0
0.5338809035,2.39,youngest cars,Sedan,Male,young people,0
0.2162902122,1.4,old cars,Utility,Female,older work. people,0
0.2108145106,0.53,oldest cars,Hatchback,Female,old people,0
0.1806981519,0.66,oldest cars,Hatchback,Male,old people,0
0.8706365503,1.45,old cars,Sedan,Female,youngest people,0
0.6160164271,2.96,old cars,Station wagon,Male,oldest people,1
0.4818617385,1.0,young cars,Hatchback,Female,young people,0
0.4928131417,0.63,oldest cars,Sedan,Male,older work. people,0
0.8788501027,1.91,old cars,Utility,Male,young people,0
0.8788501027,2.18,oldest cars,Station wagon,Female,working people,0
0.1204654346,1.99,young cars,Hatchback,Female,old people,0
0.8788501027,1.19,young cars,Hatchback,Female,working people,0
0.9965776865,1.62,old cars,Sedan,Male,youngest people,0
0.3093771389,1.75,oldest cars,Station wagon,Female,working people,1
0.8788501027,3.58,young cars,Station wagon,Female,working people,0
0.2819986311,1.01,oldest cars,Utility,Female,young people,0
0.7173169062,2.73,old cars,Utility,Male,working people,0
0.386036961,4.47,young cars,Station wagon,Male,working people,0
0.6187542779,2.9,youngest cars,Sedan,Female,old people,0
0.5941136208,0.41,oldest cars,Station wagon,Male,older work. people,1
0.5941136208,0.95,oldest cars,Sedan,Female,old people,0
0.5941136208,3.36,young cars,Station wagon,Male,old people,0
0.5941136208,1.38,old cars,Station wagon,Male,oldest people,0
0.5941136208,2.05,youngest cars,Sedan,Female,older work. people,0
0.5941136208,2.14,young cars,Sedan,Male,older work. people,0
0.5941136208,1.15,old cars,Hatchback,Female,old people,0
0.5941136208,2.61,young cars,Station wagon,Male,older work. people,0
0.5941136208,4.06,young cars,Station wagon,Male,oldest people,0
0.5941136208,1.47,old cars,Sedan,Female,youngest people,0
0.5941136208,2.14,young cars,Sedan,Male,oldest people,0
0.5941136208,4.73,youngest cars,Station wagon,Female,oldest people,0
0.9993155373,1.37,young cars,Hatchback,Female,old people,0
0.3422313484,1.04,oldest cars,Hatchback,Female,working people,0
0.5941136208,1.2,oldest cars,Sedan,Female,older work. people,1
